"msgid","msgstr"
"Account {0} does not exists in the dashboard chart {1}","الحساب {0} غير موجود في مخطط لوحة المعلومات {1}"
"Account {0} does not match with Company {1} in Mode of Account: {2}","الحساب {0} لا يتطابق مع الشركة {1} في طريقة الحساب: {2}"
"Account {0} exists in parent company {1}.","الحساب {0} موجود في الشركة الأم {1}."
"Account {0} has been entered multiple times","الحساب {0} تم إدخاله عدة مرات\
<br>\
Account {0} has been entered multiple times"
"Account {0} is added in the child company {1}","تتم إضافة الحساب {0} في الشركة التابعة {1}"
"Account {0} is frozen","الحساب {0} مجمد\
<br>\
Account {0} is frozen"
"Account {0} is invalid. Account Currency must be {1}","الحساب {0} غير صحيح. يجب أن تكون عملة الحساب {1}"
"Account {0} should be of type Expense","يجب أن يكون الحساب {0} من نوع مصروف"
"Account {0}: Parent account {1} can not be a ledger","الحساب {0}: الحساب الرئيسي {1} لا يمكن أن يكون حساب دفتر أستاذ"
"Account {0}: Parent account {1} does not belong to company: {2}","الحساب {0}: الحساب الرئيسي {1} لا ينتمي إلى الشركة: {2}"
"Account {0}: Parent account {1} does not exist","الحساب {0}: الحسابه الأب {1} غير موجود"
"Account {0}: You can not assign itself as parent account","الحساب {0}: لا يمكنك جعله حساب رئيسي"
"Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry","الحساب: <b>{0}</b> عبارة &quot;Capital work&quot; قيد التقدم ولا يمكن تحديثها بواسطة &quot;إدخال دفتر اليومية&quot;"
"Account: {0} can only be updated via Stock Transactions","الحساب: {0} لا يمكن تحديثه إلا من خلال معاملات المخزون"
"Account: {0} is not permitted under Payment Entry","الحساب: {0} غير مسموح به بموجب إدخال الدفع"
"Account: {0} with currency: {1} can not be selected","الحساب: {0} مع العملة: {1} لا يمكن اختياره"
"Accountant","محاسب"
"Accounting","المحاسبة"
"Accounting Details","تفاصيل المحاسبة"
"Accounting Dimension","البعد المحاسبي"
"Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.","البعد المحاسبي <b>{0}</b> مطلوب لحساب &quot;الميزانية العمومية&quot; {1}."
"Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.","البعد المحاسبي <b>{0}</b> مطلوب لحساب &quot;الربح والخسارة&quot; {1}."
"Accounting Dimension Detail","البعد المحاسبي التفاصيل"
"Accounting Dimension Filter","مرشح بُعد محاسبي"
"Accounting Dimensions","أبعاد المحاسبة"
"Accounting Dimensions ","الأبعاد المحاسبية"
"Accounting Dimensions Filter","مرشح الأبعاد المحاسبية"
"Accounting Entries","القيود المحاسبة"
"Accounting Entry for Asset","المدخلات الحسابية للأصول"
"Accounting Entry for Service","القيد المحاسبي للخدمة"
"Accounting Entry for Stock","القيود المحاسبية للمخزون"
"Accounting Entry for {0}","قيد محاسبي لـ {0}"
"Accounting Entry for {0}: {1} can only be made in currency: {2}","المدخل المحاسبي ل {0}: {1} يمكن أن يكون فقط بالعملة {1}.\
<br>\
Accounting Entry for {0}: {1} can only be made in currency: {2}"
"Accounting Ledger","دفتر الأستاذ المحاسبي"
"Accounting Masters","البيانات الرئيسية المحاسبية"
"Accounting Period","فترة المحاسبة"
"Accounting Period overlaps with {0}","فترة المحاسبة تتداخل مع {0}"
"Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below","تم تجميد قيود المحاسبة حتى هذا التاريخ. لا يمكن لأي شخص إنشاء أو تعديل الإدخالات باستثناء المستخدمين الذين لديهم الدور المحدد أدناه"
"Accounts","الحسابات"
"Accounts Closing","إقفال الحسابات"
"Accounts Frozen Till Date","الحسابات المجمدة حتى تاريخ"
"Accounts Manager","مدير حسابات"
"Accounts Missing Error","خطأ في الحسابات المفقودة"
"Accounts Payable","الحسابات الدائنة"
"Accounts Payable Summary","ملخص الحسابات المستحقة للدفع"
"Accounts Receivable","الحسابات المدينة"
"Accounts Receivable / Payable Tuning","ضبط حسابات القبض / الدفع"
"Accounts Receivable Credit Account","حسابات الائتمان حسابات القبض"
"Accounts Receivable Discounted Account","حسابات القبض على حساب مخفضة"
"Accounts Receivable Summary","ملخص الحسابات المدينة"
"Accounts Receivable Unpaid Account","حسابات القبض غير المدفوعة"
"Accounts Receivable/Payable","حسابات القبض/الدفع"
"Accounts Settings","إعدادات الحسابات"
"Accounts User","حسابات المستخدمين"
"Accounts table cannot be blank.","جدول الحسابات لا يمكن أن يكون فارغا."
"Accounts to Merge","الحسابات المطلوب دمجها"
"Accumulated Depreciation","إستهلاك متراكم"
"Accumulated Depreciation Account","حساب الاستهلاك المتراكم"
"Accumulated Depreciation Amount","قيمة الاستهلاك المتراكمة"
"Accumulated Depreciation as on","الاستهلاك المتراكم كما في"
"Accumulated Monthly","متراكمة شهريا"
"Accumulated Monthly Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5}","الميزانية الشهرية المتراكمة للحساب {0} مقابل {1} {2} هي {3}. سيتم تجاوزها بشكل جماعي ({4}) بمقدار {5}"
"Accumulated Monthly Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4}","الميزانية الشهرية المتراكمة للحساب {0} مقابل {1}: {2} هي {3}. سيتم تجاوزها بمقدار {4}"
"Accumulated Values","القيم المتراكمة"
"Accumulated Values in Group Company","القيم المتراكمة في مجموعة الشركة"
"Achieved ({})","حقق ({})"
"Acquisition Date","تاريخ شراء المركبة"
"Acre","فدان"
"Acre (US)","فدان (أمريكي)"
"Action","حدث"
"Action If Quality Inspection Is Not Submitted","الإجراء إذا لم يتم تقديم استقصاء الجودة"
"Action If Quality Inspection Is Rejected","الإجراء في حالة رفض فحص الجودة"
"Action If Same Rate is Not Maintained","الإجراء إذا لم يتم الحفاظ على نفس السعر"
"Action Initialised","العمل مهيأ"
"Action if Accumulated Monthly Budget Exceeded on Actual","أجراء في حال تجاوزت الميزانية الشهرية المتراكمة للميزانية الفعلية"
"Action if Accumulated Monthly Budget Exceeded on MR","الإجراء في حالة تجاوز الميزانية الشهرية المتراكمة على MR"
"Action if Accumulated Monthly Budget Exceeded on PO","أجراء في حال تجاوزت الميزانية الشهرية المتراكمة طلب الشراء"
"Action if Accumulative Monthly Budget Exceeded on Cumulative Expense","الإجراء إذا تجاوزت الميزانية الشهرية التراكمية المصروف التراكمي"
"Action if Annual Budget Exceeded on Actual","أجراء في حال تجاوزت الميزانية السنوية الميزانية المخصصة مسبقا"
"Action if Annual Budget Exceeded on MR","الإجراء إذا تجاوزت الميزانية السنوية على الدخل الشهري"
"Action if Annual Budget Exceeded on PO","الإجراء إذا تجاوزت الميزانية السنوية على أمر الشراء"
"Action if Anual Budget Exceeded on Cumulative Expense","الإجراء إذا تجاوزت الميزانية السنوية المصروف التراكمي"
"Action if Same Rate is Not Maintained Throughout Sales Cycle","الإجراء إذا لم يتم الحفاظ على نفس السعر طوال دورة المبيعات"
"Action on New Invoice","الإجراء عند إنشاء فاتورة جديدة"
"Actions","الإجراءات"
"Actions performed","الإجراءات المنجزة"
"Active","نشط"
"Active Leads","العروض النشطة"
"Active Status","الحالة النشطة"
"Activities","أنشطة"
"Activity","نشاط"
"Activity Cost","تكلفة النشاط"
"Activity Cost exists for Employee {0} against Activity Type - {1}","تكلفة النشاط موجودة للموظف {0} مقابل نوع النشاط - {1}"
"Activity Cost per Employee","تكلفة النشاط لكل موظف"
"Activity Type","نوع النشاط"
"Actual","الفعلية"
"Actual Balance Qty","كمية الرصيد الفعلية"
"Actual Batch Quantity","كمية الدفعة الفعلية"
"Actual Cost","التكلفة الفعلية"
"Actual Date","التاريخ الفعلي"
"Actual Delivery Date","تاريخ التسليم الفعلي"
"Actual End Date","تاريخ الإنتهاء الفعلي"
"Actual End Date (via Timesheet)","تاريخ الإنتهاء الفعلي (عبر ورقة الوقت)"
"Actual End Time","الفعلي وقت الانتهاء"
"Actual Expense","المصروف الفعلي"
"Actual Operating Cost","الفعلية تكاليف التشغيل"
"Actual Operation Time","الفعلي وقت التشغيل"
"Actual Posting","ترحيل فعلي"
"Actual Qty","الكمية الفعلية"
"Actual Qty (at source/target)","الكمية الفعلية (في المصدر / الهدف)"
"Actual Qty in Warehouse","الكمية الفعلية في المستودع"
"Actual Qty is mandatory","الكمية الفعلية هي إلزامية"
"Actual Qty {0} / Waiting Qty {1}","الكمية الفعلية {0} / الكمية المنتظرة {1}"
"Actual Qty: Quantity available in the warehouse.","الكمية الفعلية: الكمية المتوفرة في المستودع."
"Actual Quantity","الكمية الفعلية"
"Actual Start Date","تاريخ البدء الفعلي"
"Actual Start Date (via Timesheet)","تاريخ البدء الفعلي (عبر ورقة الوقت)"
"Actual Start Time","الفعلي وقت البدء"
"Actual Time","الوقت الفعلي"
"Actual Time and Cost","الوقت الفعلي والتكلفة"
"Actual Time in Hours (via Timesheet)","الوقت الفعلي (بالساعات)"
"Actual qty in stock","الكمية الفعلية في المخزون"
"Actual type tax cannot be included in Item rate in row {0}","نوع الضريبة الفعلي لا يمكن تضمينه في معدل الصنف في الصف {0}"
